DEPTH;WOB ;RPM;ROP Average;Mud Flow Rate In;Mudweight In
mKU;LBS;(rpm);ft/h;gpm;lb/ft^3
48;0;40;9,1;764;63,648
49;0;40;2,4;846;63,648
50;1100;40;26,1;845;63,648
51;1000;40;10,2;854;63,648
52;5200;40;2,4;847;63,648
53;4100;40;1,1;827;63,648
54;900;40;0,8;831;63,648
55;900;40;1,9;836;63,648
56;4100;40;1,2;833;63,648
57;7300;40;0,9;828;63,648
58;4100;39;0,8;830;63,648
59;3000;39;2,2;744;63,648
60;4000;39;2,6;844;63,648
61;5100;39;3,5;848;63,648
62;1000;39;2,5;851;63,648
63;1900;39;0,9;848;64,272
64;1900;39;2,3;848;64,272
65;1900;39;2,9;852;64,272
66;1900;39;2,7;847;64,272
67;1000;39;2,1;857;64,272
68;1900;39;2,6;856;64,272
69;1000;39;2,3;856;64,272
70;1900;39;2,5;855;64,272
71;3000;39;2,9;850;64,272
72;1900;39;1,8;855;64,272
73;5100;39;1,0;852;64,272
74;3000;39;0,9;852;64,272
75;5100;39;0,7;853;64,272
76;6200;39;0,7;852;64,272
77;7200;39;0,9;851;64,272
78;10400;39;1,2;844;64,272
79;8300;39;0,7;844;64,272
80;12500;39;0,7;844;64,272
81;12500;39;0,7;844;64,272
82;10400;39;0,4;843;64,272
83;6200;39;0,4;845;64,272
84;10400;39;0,5;844;64,272
85;11500;39;0,4;844;64,272
86;9300;39;0,4;843;64,272
87;10500;41;0,4;837;64,272
88;8300;41;1,3;837;64,272
89;11500;41;0,5;834;64,272
90;12600;41;0,5;834;64,272
91;15700;41;0,4;828;64,272
92;12600;41;0,2;833;64,272
93;12600;48;0,2;907;64,272
94;14700;40;0,2;853;64,272
95;10500;39;0,2;854;64,272
96;12600;39;0,2;817;64,272
97;11500;41;0,2;853;64,272
98;12600;40;0,2;861;64,272
99;11500;40;0,2;854;64,272
100;15700;40;0,3;848;64,272
101;12600;40;0,3;877;64,272
102;13600;40;0,3;846;64,272
103;16800;40;0,3;847;64,272
104;11500;39;0,2;857;64,272
105;19300;39;0,2;849;64,272
106;21500;39;0,3;855;64,272
107;22500;39;0,3;855;64,272
108;23600;41;0,3;864;64,272
109;21500;41;0,3;864;64,272
110;21500;41;0,3;851;64,272
111;21500;41;0,4;847;64,272
112;19300;41;0,5;851;64,272
113;19300;41;0,5;850;64,272
114;22500;41;0,6;857;64,272
115;19300;40;0,3;856;64,272
116;23600;39;0,4;839;64,272
117;20400;39;0,3;862;64,272
118;23600;39;0,3;857;64,272
119;15100;41;0,4;861;64,272
120;17200;41;0,3;861;64,272
121;20400;41;0,2;857;64,272
122;22500;41;0,3;853;64,272
123;21500;41;0,4;858;64,272
124;21500;39;0,3;866;64,272
125;22500;40;0,3;863;64,272
126;19300;38;0,3;864;64,272
127;17200;38;0,3;863;64,272
128;22500;38;0,4;852;64,272
129;23600;38;0,4;852;64,272
130;21500;38;0,3;849;64,272
131;21500;38;0,3;851;64,272
132;21500;39;0,4;854;64,272
133;16600;41;0,2;895;64,272
134;19800;41;0,3;896;64,272
135;20900;41;0,3;881;64,272
136;21900;49;0,2;894;64,272
137;20900;41;0,3;892;64,272
138;20900;41;0,5;891;64,272
139;20800;40;0,3;882;64,272
140;17600;40;0,3;878;64,272
141;18700;38;0,3;877;64,272
142;20800;41;0,3;878;64,272
143;24000;41;0,4;873;64,272
144;22900;41;0,4;873;64,272
145;22900;41;0,3;866;64,272
146;24000;41;0,3;868;64,272
147;19800;41;0,4;876;64,272
148;20900;40;0,4;874;64,272
149;22900;40;0,4;876;64,272
150;24000;41;0,3;876;64,272
151;24000;41;0,4;873;64,272
152;27200;40;0,4;868;64,272
153;26100;41;0,4;867;64,272
154;25000;41;0,6;867;64,272
155;11300;41;0,8;873;64,272
156;11300;51;0,7;882;64,272
157;4900;44;1,0;881;64,272
158;8100;50;1,1;882;64,272
159;7000;39;1,0;912;64,272
160;2800;41;0,7;921;64,272
161;7000;42;0,8;913;64,272
162;8100;52;1,2;938;65,52
163;7000;53;1,1;935;65,52
164;3900;53;0,5;945;65,52
165;4900;53;0,9;943;65,52
166;6000;53;1,2;940;65,52
167;2400;0;3,3;921;65,52
168;7900;0;2,0;906;65,52
169;33300;0;1,3;905;65,52
170;10000;0;1,3;825;65,52
171;8900;0;1,1;900;65,52
172;4700;0;1,0;909;65,52
173;11000;52;1,6;898;65,52
174;8900;53;2,3;898;65,52
175;12100;53;2,1;898;65,52
176;11000;53;2,2;901;65,52
177;8900;52;2,8;898;65,52
178;7900;52;2,7;916;65,52
179;14200;53;1,6;889;65,52
180;11000;52;2,9;889;65,52
181;11000;53;2,7;897;65,52
182;8900;52;2,3;900;65,52
183;11000;53;2,7;902;65,52
184;8900;53;2,5;891;65,52
185;6800;53;2,1;895;65,52
186;6800;53;1,9;889;65,52
187;11000;52;3,5;887;65,52
188;6800;53;3,7;886;65,52
189;7900;52;2,8;891;65,52
190;8900;53;2,5;887;65,52
191;6800;53;2,3;894;65,52
192;10000;53;2,6;890;65,52
193;13100;52;2,7;898;65,52
194;9000;54;0,7;880;65,52
195;7900;54;1,9;879;65,52
196;14000;0;1,1;875;65,52
197;14000;0;1,2;879;65,52
198;15100;0;1,4;878;65,52
199;16100;0;1,3;874;65,52
200;15100;0;1,4;879;65,52
201;15100;0;1,0;872;65,52
202;16100;0;1,1;875;65,52
203;18300;0;1,4;873;65,52
204;17200;0;1,8;866;65,52
205;20400;0;2,4;869;65,52
206;18300;0;2,7;865;65,52
207;16100;0;3,0;866;65,52
208;10900;51;2,1;864;65,52
209;13000;51;2,1;865;65,52
210;13000;51;2,3;870;65,52
211;14000;60;2,4;907;65,52
212;17200;60;2,6;903;65,52
213;17200;60;3,3;895;65,52
214;9800;60;3,5;901;65,52
215;16100;60;3,5;895;65,52
216;19300;60;2,9;895;65,52
217;20400;60;2,6;893;65,52
218;20400;60;1,8;893;65,52
219;21400;60;1,8;895;65,52
220;19300;60;2,9;895;65,52
221;21100;66;1,4;896;65,52
222;16900;37;0,8;900;65,52
223;19000;60;0,7;899;65,52
224;21100;60;0,7;906;65,52
225;20000;60;0,7;910;65,52
226;16900;60;0,6;915;65,52
227;22100;47;0,6;897;65,52
228;17900;51;0,6;902;65,52
229;22100;51;0,7;897;65,52
230;22100;51;0,9;887;65,52
231;16900;51;1,4;877;65,52
232;15800;51;2,9;877;65,52
233;21100;51;1,2;887;65,52
234;21100;51;0,9;891;65,52
235;19000;51;1,4;891;65,52
236;23200;51;0,9;900;65,52
237;9400;51;1,0;891;65,52
238;10500;51;1,8;896;65,52
239;10500;51;0,8;881;65,52
240;22100;51;0,9;876;65,52
241;14700;51;1,0;880;65,52
242;17900;51;2,3;877;65,52
243;17900;51;3,2;877;65,52
244;15800;51;2,6;886;65,52
245;14900;51;2,3;877;65,52
246;11700;51;2,5;880;65,52
247;14900;51;2,2;879;65,52
248;21900;0;1,6;857;65,52
249;16600;0;1,2;861;65,52
250;18700;0;1,1;860;65,52
251;14500;0;1,0;862;65,52
252;17700;0;0,9;871;65,52
253;20900;0;0,8;867;65,52
254;18700;0;1,1;862;65,52
255;14600;51;1,5;865;65,52
256;11400;51;2,4;858;65,52
257;16700;51;2,4;856;65,52
258;15700;51;2,2;856;65,52
259;15700;51;2,1;854;65,52
260;15700;51;2,8;859;65,52
261;14600;51;2,5;853;65,52
262;19900;51;2,1;858;65,52
263;21000;51;1,0;846;65,52
264;17800;51;1,4;850;65,52
265;21000;51;1,4;843;65,52
266;16700;51;1,5;855;65,52
267;15700;51;1,5;852;65,52
268;15700;51;1,7;844;65,52
269;18900;51;1,5;848;65,52
270;17800;60;1,3;848;65,52
271;18900;60;1,2;850;65,52
272;19900;50;0,8;851;65,52
273;21000;50;0,9;849;65,52
274;18900;50;1,2;846;65,52
275;19600;62;0,9;855;65,52
276;20700;62;0,8;854;65,52
277;19600;62;0,9;858;65,52
278;22800;62;0,8;855;65,52
279;23900;62;0,7;845;65,52
280;26000;62;0,9;853;65,52
281;19600;62;1,2;845;65,52
282;26000;62;1,5;843;65,52
283;24900;61;1,5;841;65,52
284;26000;62;1,2;844;65,52
285;23900;62;1,1;903;65,52
286;26000;61;1,0;904;65,52
287;27000;59;0,8;907;65,52
288;28100;59;0,9;896;65,52
289;33400;59;1,3;905;65,52
290;31300;60;0,9;908;65,52
291;26000;60;0,8;906;65,52
292;24900;60;0,7;904;65,52
293;22800;60;0,8;904;65,52
294;17500;60;1,1;905;65,52
295;19600;60;0,9;905;65,52
296;24900;60;0,7;904;65,52
297;22800;60;0,7;904;65,52
298;21700;60;0,9;905;65,52
299;23900;60;1,0;904;65,52
300;19600;60;0,9;904;65,52
301;23900;60;1,2;896;65,52
302;15400;60;1,2;896;65,52
303;22800;60;1,2;884;65,52
304;18600;60;0,8;886;65,52
305;21700;60;0,7;885;65,52
306;21700;60;0,9;878;65,52
307;22200;60;0,6;889;65,52
308;21200;60;0,7;888;65,52
309;27400;60;0,9;880;65,52
310;26400;60;1,0;871;65,52
311;24300;60;1,4;866;65,52
312;26400;60;3,1;854;65,52
313;23300;60;3,6;863;65,52
314;20200;60;3,6;867;65,52
315;22200;60;3,0;868;65,52
316;18100;60;3,9;878;65,52
317;21200;60;3,2;868;65,52
318;23300;60;2,8;855;65,52
319;23300;60;3,0;852;65,52
320;10900;60;2,5;867;65,52
321;27400;60;1,6;871;65,52
322;25300;60;0,9;882;65,52
323;21200;59;1,9;893;65,52
324;11900;59;3,2;906;65,52
325;9800;59;4,8;902;65,52
326;11900;59;3,0;893;65,52
327;26400;58;2,3;905;65,52
328;27400;57;1,4;913;65,52
329;28400;56;1,0;913;65,52
330;30400;0;0,6;872;65,52
331;34500;0;0,5;873;65,52
332;37600;0;0,5;868;65,52
333;32500;0;0,6;867;65,52
334;30400;62;1,0;900;65,52
335;30400;62;1,1;899;65,52
336;28400;62;1,4;898;65,52
337;28400;62;2,2;891;65,52
338;28400;62;3,0;880;65,52
339;21100;62;3,9;888;65,52
340;16000;62;3,1;894;65,52
341;21100;62;2,7;888;65,52
342;21100;62;2,8;886;65,52
343;16000;62;3,0;896;65,52
344;19100;62;2,9;893;65,52
345;21100;62;2,9;888;65,52
346;20100;62;3,1;886;65,52
347;20100;62;3,0;888;65,52
348;12900;60;2,3;890;65,52
349;19000;60;2,3;882;65,52
350;20000;62;2,2;870;65,52
351;23100;62;1,7;905;65,52
352;26200;62;2,2;900;65,52
353;21000;62;2,6;898;65,52
354;20000;62;3,2;899;65,52
355;23100;62;2,9;894;65,52
356;24100;62;2,2;895;65,52
357;27200;59;2,0;901;65,52
358;30200;59;2,4;894;65,52
359;28200;59;2,0;893;65,52
360;23000;59;2,0;903;65,52
361;25100;59;2,0;899;65,52
362;28200;59;2,0;900;65,52
363;29200;59;1,7;890;65,52
364;30200;59;1,6;889;65,52
365;29200;59;1,6;890;65,52
366;31300;59;2,1;884;65,52
367;30200;59;1,9;898;65,52
368;27100;59;2,3;888;65,52
369;31300;59;2,3;886;65,52
370;31300;59;1,9;882;65,52
371;30200;59;2,1;879;65,52
372;31300;59;2,3;881;65,52
373;30200;59;2,0;881;65,52
374;27100;59;1,6;890;65,52
375;22000;59;1,7;888;65,52
376;20900;59;2,3;892;65,52
377;18900;59;2,5;894;65,52
378;24000;59;2,4;880;65,52
379;15800;59;2,8;890;65,52
380;18900;59;2,6;884;65,52
381;20900;59;2,2;877;65,52
382;23000;59;2,1;877;65,52
383;24000;59;2,0;879;65,52
384;24000;59;2,2;881;65,52
385;24000;59;2,4;877;65,52
386;24000;0;1,2;872;65,52
387;26100;0;1,4;872;65,52
388;28200;0;1,4;872;65,52
389;30200;0;1,2;866;65,52
390;25100;0;1,2;867;65,52
391;32300;0;1,3;866;65,52
392;30200;0;1,3;866;65,52
393;27100;47;1,4;887;65,52
394;27100;47;2,0;887;65,52
395;24000;47;2,1;887;65,52
396;24000;50;1,8;897;65,52
397;23000;50;1,5;881;65,52
398;26100;50;1,3;877;65,52
399;26100;50;1,7;874;65,52
400;20900;50;2,3;888;65,52
401;26100;50;1,6;889;65,52
402;27100;50;1,1;892;65,52
403;30200;50;1,2;881;65,52
404;27100;50;1,3;886;65,52
405;30200;50;1,4;886;65,52
406;29200;50;1,8;905;65,52
407;31300;50;2,0;899;65,52
408;30200;50;2,6;898;65,52
409;28200;50;2,6;906;65,52
410;25100;50;2,4;905;65,52
411;20900;50;2,3;918;65,52
412;17800;50;2,8;927;65,52
413;23000;50;2,4;953;65,52
414;20900;50;1,9;917;66,144
415;22900;50;2,6;912;66,144
416;22900;50;2,3;914;66,144
417;16800;50;2,4;909;66,144
418;10600;50;2,8;919;66,144
419;19800;50;3,3;913;66,144
420;24000;50;2,3;918;66,144
421;22900;50;1,8;918;66,144
422;29100;50;1,6;904;66,144
423;27100;50;1,9;758;66,144
424;27100;50;1,9;562;66,144
425;27100;50;1,9;950;66,144
426;26000;50;1,8;956;66,144
427;30200;50;2,1;920;66,144
428;28100;50;2,0;921;66,144
429;29100;50;1,7;919;66,144
430;29100;50;1,5;921;66,144
431;26000;50;1,6;920;66,144
432;27100;50;1,8;921;66,144
433;27100;50;1,9;922;66,144
434;25000;50;1,9;921;66,144
435;25000;50;2,9;920;66,144
436;22900;50;2,7;920;66,144
437;26000;50;2,8;921;66,144
438;28100;50;3,1;905;66,144
439;25000;50;3,2;907;66,144
440;26000;50;3,0;906;66,144
441;19800;50;2,8;925;66,144
442;24000;50;2,4;918;66,144
443;24900;50;2,1;853;66,144
444;27000;50;2,3;866;66,144
445;23900;50;2,3;895;66,144
446;27000;50;2,6;898;66,144
447;29100;50;2,3;898;66,144
448;27000;50;1,8;909;66,144
449;26000;50;2,0;908;66,144
450;24900;50;1,9;914;66,144
451;24900;63;1,6;909;66,144
452;24900;63;2,2;907;66,144
453;26000;63;2,2;902;66,144
454;27000;63;2,6;893;66,144
455;27000;63;2,3;896;66,144
456;23900;63;2,0;898;66,144
457;23900;63;2,4;896;66,144
458;29100;63;3,1;895;66,144
459;24900;63;2,2;894;66,144
460;28000;63;1,8;890;66,144
461;28000;63;1,9;898;66,144
462;28000;63;2,7;890;66,144
463;31100;49;2,3;890;66,144
464;27000;49;2,3;898;66,144
465;29100;49;2,8;892;66,144
466;28000;49;2,9;892;66,144
467;30100;49;3,0;897;66,144
468;29100;49;3,3;895;66,144
469;31100;49;2,4;896;66,144
470;29100;49;2,1;897;66,144
471;27000;88;2,9;933;66,144
472;9400;62;4,4;909;66,144
473;29000;62;2,7;894;66,144
474;28000;62;2,9;894;66,144
475;26900;62;3,1;891;66,144
476;26900;62;2,7;895;66,144
477;26900;62;2,6;895;66,144
478;26900;62;2,4;892;66,144
479;26900;62;2,3;892;66,144
480;30000;62;2,4;891;66,144
481;29000;62;1,7;895;66,144
482;30000;62;2,3;882;66,144
483;28000;62;2,4;889;66,144
484;28000;62;2,0;892;66,144
485;28000;62;2,6;895;66,144
486;29000;62;2,4;892;66,144
487;29000;62;1,6;902;66,144
488;28000;62;1,7;899;66,144
489;30000;64;1,5;897;66,144
490;28000;64;1,4;902;66,144
491;31100;60;1,0;900;66,144
492;31100;61;1,0;898;66,144
493;30000;60;1,1;901;66,144
494;33100;60;0,9;902;66,144
495;29000;59;0,9;892;66,144
496;24900;60;1,0;894;66,144
497;25900;60;1,1;902;66,144
498;24900;60;1,4;910;66,144
499;29000;60;1,9;898;66,144
500;28000;60;1,6;895;66,144
501;32100;60;1,6;890;66,144
502;32100;60;1,0;896;66,144
503;30000;60;0,9;900;66,144
504;31100;60;0,9;900;66,144
505;31100;60;1,0;897;66,144
506;26900;60;1,1;901;66,144
507;22800;60;1,3;900;66,144
508;26900;60;0,9;899;66,144
509;24900;60;0,7;900;66,144
510;24900;60;0,7;913;66,144
511;9500;52;2,3;786;66,144
512;11500;52;0,7;786;66,144
513;13600;52;0,7;794;66,144
514;9500;52;1,3;798;66,144
515;14600;52;1,4;786;66,144
516;13600;52;1,0;806;66,144
517;9500;52;1,4;806;66,144
518;13600;52;1,0;801;66,144
519;11500;52;1,1;809;66,144
520;11500;52;1,5;806;66,144
521;12600;52;1,2;798;66,144
522;14600;52;1,1;810;66,144
523;15700;62;1,3;802;66,144
524;15700;62;1,5;796;66,144
525;19700;61;1,7;800;66,144
526;21800;61;2,1;792;66,144
527;18700;61;1,9;792;66,144
528;15600;61;1,6;792;66,144
529;16600;61;2,0;793;66,144
530;16600;61;2,0;793;66,144
531;17700;61;2,4;792;66,144
532;18700;61;1,1;792;66,144
533;17700;61;1,8;793;66,144
534;16600;52;1,6;793;66,144
535;19700;52;2,3;797;66,144
536;16600;52;2,9;792;66,144
537;16600;52;3,4;794;66,144
538;25900;62;4,2;781;66,144
539;21800;62;4,9;780;66,144
540;5300;62;3,3;790;66,144
541;13500;62;2,4;780;66,144
542;13500;62;2,6;825;66,144
543;19700;62;3,0;852;66,144
544;20800;62;3,5;852;66,144
545;9400;62;3,5;857;66,144
546;17700;62;3,1;853;66,144
547;16600;62;3,7;852;66,144
548;15600;62;3,3;852;66,144
549;17700;62;3,2;848;66,144
550;19700;62;2,9;849;66,144
551;10400;62;2,4;856;66,144
552;12500;62;2,9;856;66,144
553;12500;62;2,8;856;66,144
554;16700;0;2,3;945;66,144
555;24900;0;3,3;943;66,144
556;23900;0;0,4;946;66,144
557;23900;0;0,4;947;66,144
558;23900;0;0,4;946;66,144
559;21800;0;0,6;945;66,144
560;23900;0;0,7;831;66,144
561;23900;59;0,6;948;66,144
562;22900;59;1,2;950;66,144
563;23900;59;1,1;945;66,144
564;20800;59;0,9;950;66,144
565;22900;59;0,7;954;66,144
566;16700;59;1,0;949;66,144
567;16700;59;1,3;939;66,144
568;20800;59;2,1;944;66,144
569;20800;59;1,4;937;66,144
570;22900;59;2,4;932;66,144
571;12600;59;3,2;933;66,144
572;8500;59;1,7;1086;66,144
573;8500;59;2,8;1086;66,144
574;10500;59;2,3;984;66,144
575;19800;59;2,7;984;66,144
576;16700;59;2,2;978;66,144
577;16700;59;2,0;978;66,144
578;16700;59;2,1;979;66,144
579;13600;59;2,2;979;66,144
580;17800;59;2,2;975;66,144
581;16700;59;1,9;982;66,144
582;18800;59;1,8;978;66,144
583;19700;60;1,5;987;66,144
584;19700;60;1,3;983;66,144
585;22800;60;1,3;979;66,144
586;18700;60;1,4;975;66,144
587;16600;60;1,8;983;66,144
588;19700;60;2,0;980;66,144
589;5200;60;2,4;984;66,144
590;4200;60;3,2;996;66,144
591;15600;60;3,1;913;66,144
592;15600;60;3,5;978;66,144
593;21800;60;2,7;980;66,144
594;20700;60;2,9;975;66,144
595;17600;60;2,2;979;66,144
596;15600;60;2,1;986;66,144
597;12500;50;1,9;946;66,144
598;17600;50;1,5;948;66,144
599;25800;60;1,7;981;66,144
600;24800;60;2,6;984;66,144
601;21700;59;1,7;994;66,144
602;28900;60;1,3;993;66,144
603;25800;59;0,7;992;66,144
604;23800;61;0,7;992;66,144
605;26800;62;1,0;991;66,144
606;25800;62;0,9;990;66,144
607;27900;60;0,9;987;66,144
608;25800;60;1,4;991;66,144
609;28900;60;1,6;985;66,144
610;28900;60;1,5;998;66,768
611;21600;0;1,4;1047;66,768
612;25800;0;3,5;1041;66,768
613;26800;0;4,3;1040;66,768
614;25800;0;4,0;1049;66,768
615;29900;0;3,0;1041;66,768
616;27800;0;3,7;1037;66,768
617;25800;0;4,2;1036;66,768
618;26800;0;3,7;1037;66,768
619;25800;0;3,7;1047;66,768
620;27800;61;2,9;1036;66,768
621;31900;60;2,8;1032;66,768
622;16400;61;3,3;1044;66,768
623;28800;61;3,5;1037;66,768
624;25700;60;2,7;1041;66,768
625;23600;61;2,6;1040;66,768
626;25700;61;2,6;1041;66,768
627;26700;60;1,7;1041;66,768
628;24700;60;1,8;1031;66,768
629;27800;60;1,9;1040;66,768
630;30800;60;1,3;1040;66,768
631;28800;60;1,8;1037;66,768
632;26700;60;1,5;1032;66,768
633;20500;60;2,5;1036;66,768
634;27800;60;1,9;1031;66,768
635;27800;59;2,3;1030;66,768
636;24700;60;2,0;1031;66,768
637;23600;60;1,8;1037;66,768
638;28800;59;1,5;1038;66,768
639;27800;60;1,5;1039;66,768
640;27800;57;1,3;1060;66,768
641;29800;57;1,5;1043;66,768
